state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,stabrv,region,reg,fatal,fatal1517,fatal1820,fatal2124,fatal1517n,fatal1820n,fatal2124n,perincK
NH,1982,4.5700002,7.4000001,13834.129,63.098591,.48329356,.1,.30000001,20,.10833,.194978,7353.3574,0,0,0,173,.00018248901,34,.000035865,28,16,.00034042599,5,.000106383,26,6,.00047771001,.00011024077,30,.00042254,14,.00019718301,79.724998,.000084099003,948002.31,46999.938,54426.324,70999.195,6971,9.6999998,57.799999,.0239287,NH,E,E,1.82489,3.4042599,4.7771001,4.2254,1.06383,1.1024077,1.97183,13.834129
NH,1983,4.5999999,5.4000001,14662.844,65.603325,.56766057,.1,.30000001,20,.10428,.190771,7488.0156,1,0,0,191,.000199166,35,.000036496,29,21,.00044680899,6,.00012765999,35,7,.00064138765,.00012827753,26,.00036619999,9,.00012676101,63.049,.000065744003,958999.06,46999.949,54569.184,70999.453,7181,9.6000004,57.900002,.087780289,NH,E,E,1.99166,4.4680901,6.4138765,3.6619999,1.2765999,1.2827753,1.2676101,14.662844
NH,1984,4.5799999,4.3000002,15451.648,67.615173,.74175823,.1,.30000001,20,.17249,.182961,7458.0771,1,0,0,192,.000196319,23,.000023516999,12,11,.00023912999,1,.000021739001,24,3,.00043865733,.000054832166,36,.00050704001,6,.000084507003,70.518997,.000072105002,978000.06,46000.086,54712.41,71000.313,7294,7.5,59.500004,.082900003,NH,E,E,1.96319,2.3913,4.3865733,5.0704002,.21739,.54832166,.84507,15.451649
NH,1985,4.3600001,3.9000001,16280.721,68.295898,.71504241,.1,.30000001,20,.16032,.177788,7553.1157,1,0,0,191,.00019138301,24,.000024048,18,12,.00026087,4,.000086956999,21,3,.00038282035,.000054688622,36,.00050704001,4,.000056338002,72.599998,.000072745002,997998.75,45999.922,54856.02,71000.313,7538,7.1999998,60.100002,.076900043,NH,E,E,1.91383,2.6087,3.8282034,5.0704002,.86957002,.54688621,.56338,16.28072
NH,1986,4.0500002,2.8,17132.096,69.961487,.69659442,.1,.30000001,20.5,.15579,.17265099,8133.3945,1,0,0,172,.00016747801,27,.000026289999,18,16,.00032653101,3,.000061223996,26,9,.00047272726,.00016363636,17,.00025757999,3,.000045454999,48.036999,.000046773999,1027000.5,48999.941,55000,65998.914,8353,7,60.700001,.087744385,NH,E,E,1.67478,3.26531,4.7272725,2.5757999,.61223996,1.6363636,.45455,17.132095
NH,1987,3.9000001,2.5,17906,71.268654,.67500001,.1,.30000001,21,.15137,.167907,8672.6475,1,0,0,179,.000169347,25,.000023652001,18,23,.000469388,2,.000040816001,16,5,.00029090999,.000090909001,28,.00042423999,7,.000106061,53.200001,.000050331,1057001.4,48999.973,54999.832,66000.383,9167,6.1999998,61.5,.14236085,NH,E,E,1.69347,4.6938801,2.9090998,4.2423997,.40816,.90909004,1.0606101,17.906
NH,1988,3.79,2.4000001,18704.523,70.838394,.64966315,.1,.30000001,21,.15137,.15674999,8762.1885,1,0,0,166,.000152995,22,.000020276,11,13,.000270833,0,0,28,4,.00054902001,.000078431003,28,.00038889001,7,.000097222,43.716,.000040292001,1085002.9,48000.059,50999.961,71999.789,9507,5.5,62.300003,.049800348,NH,E,E,1.5299499,2.7083299,5.4902,3.8889,0,.78431004,.97222,18.704523
NJ,1982,2.24,9,16665.871,57.857895,.08949881,.1,.1,19,2.8174601,.17515901,6971.9834,0,0,0,1061,.00014279901,263,.000035396999,157,73,.00018024701,16,.000039506001,143,55,.00038402373,.00014770143,147,.00030061,71,.000145194,270.67499,.000036429999,7430023.5,404999.78,372372.81,489005.69,51802,9.6999998,57.799999,.0095633594,NJ,E,E,1.4279901,1.8024701,3.8402374,3.0060999,.39506,1.4770143,1.4519401,16.665871
NJ,1983,2.24,7.8000002,17275.229,58.574146,.086009175,.1,.1,21,2.7999499,.168256,6992.0918,0,0,0,932,.000124799,210,.000028119999,127,59,.000150127,16,.000040711999,109,44,.00029418452,.00011875338,138,.00027992,59,.000119675,232,.000031066,7468008.5,393000.59,370515.75,492998,52217,9.6000004,57.900002,.065949649,NJ,E,E,1.24799,1.5012701,2.9418452,2.7992001,.40711999,1.1875337,1.19675,17.275229
NJ,1984,2.1800001,6.1999998,18065.934,61.518681,.082417585,.1,.1,21,2.7848499,.160739,6959.1411,0,0,0,922,.00012265499,152,.000020220999,88,64,.00016753899,12,.000031414002,98,26,.00026582184,.000070524162,121,.00024199999,33,.000066000001,211.62801,.000028152999,7517019.5,382000.63,368667.97,500000,52312,7.5,59.500004,.066884726,NJ,E,E,1.22655,1.6753899,2.6582184,2.4199998,.31414002,.70524162,.66000003,18.065933
NJ,1985,2.1500001,5.6999998,18662.076,61.697052,.079449154,.1,.1,21,2.76828,.14936499,7023.0371,0,0,0,964,.00012748,171,.000022613,109,54,.00014438501,9,.000024064,103,34,.00028078447,.000092686139,119,.00023705,37,.000073705,203.463,.000026906,7561970.5,374000.06,366829.41,502003.78,53108,7.1999998,60.100002,.040984001,NJ,E,E,1.2748001,1.44385,2.8078446,2.3705001,.24064,.92686141,.73705,18.662077
NJ,1986,2.0599999,5,19421.053,62.407528,.077399381,.1,.1,21,2.81967,.142315,7224.9019,0,0,0,1039,.000136262,182,.000023869001,107,76,.00020994501,9,.000024862,95,28,.00026027398,.000076712327,128,.00027409001,39,.000083512001,205.063,.000026893,7625017,361999.56,364999.97,466999.88,55090,7,60.700001,.059521995,NJ,E,E,1.36262,2.0994501,2.6027398,2.7409,.24862,.76712328,.83512002,19.421053
NJ,1987,2.01,4,20313,63.412197,.075000003,.1,.1,21,2.8024001,.12943199,7438.8672,0,0,0,1023,.00013334199,171,.000022288999,117,65,.000185714,14,.000039999999,98,22,.00027605999,.000061972001,123,.00027033,32,.000070330003,204.244,.000026621999,7672001.5,350000.53,354995.31,454999.44,57071,6.1999998,61.5,.093902789,NJ,E,E,1.3334199,1.8571401,2.7605999,2.7033,.39999998,.61972004,.70330006,20.313
NJ,1988,1.84,3.8,21168.432,63.395226,.072184794,.1,.1,21,2.8024001,.116541,7598.8721,0,0,0,1051,.00013612201,200,.000025903,135,67,.00020302999,11,.000033332999,112,29,.00032652999,.000084548003,137,.00028720999,55,.000115304,206.967,.000026805999,7721014.5,330000.5,343000.66,477002.91,58671,5.5,62.300003,.063385107,NJ,E,E,1.36122,2.0302999,3.2652998,2.8720999,.33332998,.84548002,1.1530401,21.168432
NM,1982,1.58,9.1999998,11347.255,55.888432,.24164678,9.8128004,2.2228601,21,1.1921999,.20890801,8662.2891,0,0,0,577,.000421784,117,.000085526299,60,37,.00048684201,11,.000144737,66,20,.00085562613,.00025928064,91,.00089215703,19,.00018627501,163.95,.000119848,1367998.8,76000.016,77136.492,101999.98,11850.001,9.6999998,57.799999,-.028186789,NM,W,W,4.2178402,4.8684201,8.5562611,8.9215698,1.4473701,2.5928063,1.8627501,11.347255
NM,1983,1.66,10.1,11288.991,55.141129,.34833717,9.6723003,2.23438,21,1.3813,.20883299,8329.5371,0,0,0,531,.000378745,83,.000059201098,44,28,.000378378,4,.000054053999,59,10,.0007677215,.00013012228,66,.00063461502,16,.00015384601,137.31,.000097937002,1401998.8,74000.078,76850.781,104000.06,11678.001,9.6000004,57.900002,.0035809507,NM,W,W,3.7874501,3.7837799,7.6772151,6.3461504,.54053998,1.3012228,1.53846,11.288991
NM,1984,1.38,7.5,11539.561,57.467854,.44505495,9.5338001,2.24596,21,1.2093,.20864201,8718.084,0,0,0,497,.00034852701,96,.000067321198,45,18,.00025000001,4,.000055556,45,12,.00058772718,.00015672724,85,.00080952398,19,.000180952,121.74,.000085373002,1426001.4,72000,76566.141,104999.98,12432,7.5,59.500004,.038668107,NM,W,W,3.48527,2.5,5.8772717,8.0952396,.55555999,1.5672724,1.80952,11.53956
NM,1985,1.41,8.8000002,11861.229,57.101166,.42902541,9.3972998,2.2576001,21,1.0869,.201913,9151.0459,0,0,0,535,.00036896599,115,.000079310303,58,40,.00056338002,14,.00019718301,63,19,.00082587701,.00024907402,79,.00075961498,25,.00024038499,132.28999,.000091232003,1449998.1,71000.031,76282.547,104000.05,13268.999,7.1999998,60.100002,.015956884,NM,W,W,3.6896598,5.6338,8.25877,7.5961499,1.97183,2.4907401,2.4038498,11.861229
NM,1986,1.3099999,9.1999998,11825.594,58.333332,.41795665,9.2627001,2.2693,21,1.0818,.222498,9596.3447,0,0,0,499,.00033739,88,.0000594997,48,32,.00044444401,10,.00013888899,59,17,.00077631581,.00022368421,69,.00071875,23,.00023958299,123,.000083163999,1479000.6,72000.07,76000,96000,14193,7,60.700001,-.037382346,NM,W,W,3.3738999,4.4444404,7.7631578,7.1875,1.3888899,2.2368422,2.3958299,11.825594
NM,1987,1.24,8.8999996,11898,57.968311,.405,9.1300001,2.28106,21,1.0667,.220807,10077.343,0,0,0,568,.000378667,97,.000064666703,55,33,.000458333,5,.000069444002,53,10,.00071622001,.00013513499,78,.00082978699,20,.000212766,160.35001,.000106899,1499998.6,72000.055,73999.609,94000.023,15116,6.1999998,61.5,-.05415453,NM,W,W,3.78667,4.5833302,7.1622,8.2978697,.69444001,1.3513499,2.12766,11.898
NM,1988,1.25,7.8000002,12019.249,58.579338,.3897979,8.9993,2.2928801,21,1.0667,.220724,10141.354,0,0,0,487,.00032315901,92,.000061048398,51,31,.00044285701,18,.00025714299,45,14,.00064286002,.00019999999,57,.00060638302,12,.00012765999,161.47,.000107147,1506998,70000.023,69999.688,93999.992,15282.999,5.5,62.300003,.013597019,NM,W,W,3.23159,4.4285703,6.4286003,6.0638304,2.57143,2,1.2765999,12.019249
NY,1982,2.1600001,8.6000004,15158.711,54.315208,.11933175,.1,.1,19,.2084,.167705,4576.3457,1,0,0,2162,.000122932,477,.0000271223,272,129,.000141292,29,.000031763,288,131,.00031215974,.00014198932,298,.00024446301,108,.000088597,546.85999,.000031095002,17586958,913002.88,922604.56,1218998.4,80484,9.6999998,57.799999,.0020746242,NY,E,E,1.22932,1.41292,3.1215973,2.4446301,.31762999,1.4198933,.88597,15.15871
NY,1983,2.0599999,8.6000004,15573.395,54.351513,.1328555,.1,.1,19,.20100001,.163121,4737.5112,1,0,0,2077,.000117444,436,.0000246537,260,121,.000136569,23,.000025959,269,96,.00029545312,.00010544051,248,.00020244899,87,.000071019997,495.69,.000028029001,17685024,885999.06,910465.94,1224999.9,83783,9.6000004,57.900002,.062783286,NY,E,E,1.17444,1.36569,2.9545312,2.0244899,.25959,1.0544051,.71019995,15.573395
NY,1984,2.05,7.1999998,16335.165,55.051727,.13599999,.1,.1,19,.17739999,.16169199,4917.5942,1,0,0,2060,.000116082,360,.000020286299,214,108,.00012587399,18,.000020979,241,80,.0002682287,.000089038571,246,.00020097999,75,.000061275001,443.91,.000025015001,17746076,858000.88,898487,1224002.4,87268,7.5,59.500004,.056392707,NY,E,E,1.16082,1.2587399,2.682287,2.0098,.20978999,.89038569,.61274999,16.335165
NY,1985,1.9400001,6.5,16708.686,56.749249,.1311017,.1,.1,19.16,.1838,.155274,5090.1255,1,0,0,2006,.000112804,376,.0000211438,211,126,.000150358,29,.000034606001,202,75,.00022781978,.000084586551,263,.000216639,91,.000074959004,424.42001,.000023867,17783058,838000,886665.75,1214001.1,90518,7.1999998,60.100002,.039264251,NY,E,E,1.1280401,1.50358,2.2781978,2.1663899,.34606001,.84586549,.74959004,16.708685
NY,1986,1.8200001,6.3000002,17326.109,57.388641,.1277193,.1,.1,21,.1798,.15527099,5296.9946,1,0,0,2122,.000119247,381,.0000214105,236,146,.00017632901,24,.000028986,232,73,.00026514285,.000083428575,257,.000231949,85,.000076714998,430.17999,.000024174,17794996,827997.63,875000,1108002.1,94260,7,60.700001,.051496558,NY,E,E,1.19247,1.76329,2.6514285,2.31949,.28986001,.83428574,.76714998,17.326109
NY,1987,1.78,4.9000001,18005,58.673542,.12376,.1,.1,21,.1795,.15197501,5498.0259,1,0,0,2333,.000130884,397,.000022272099,236,157,.000197236,34,.000042714,235,61,.00027680001,.000071848997,304,.00028305399,97,.000090317,479.82999,.000026919,17824944,796000.69,848988.38,1074000,98002,6.1999998,61.5,.028429827,NY,E,E,1.30884,1.97236,2.7680001,2.8305399,.42714,.71848994,.90316999,18.004999
NY,1988,1.71,4.1999998,18580.365,59.171253,.11911453,.1,.1,21,.1795,.14880601,5789.9219,1,0,0,2255,.000125914,391,.0000218326,235,126,.000168449,17,.000022726999,227,82,.00028268999,.000102117,281,.00024670799,95,.000083405997,418.57999,.000023372,17909050,748000.88,802999.81,1138998.4,103692,5.5,62.300003,.049764454,NY,E,E,1.25914,1.68449,2.8268998,2.4670799,.22726999,1.02117,.83405995,18.580366
NC,1982,1.64,9,11078.759,60.302074,1.431981,22.377899,.42640999,21,27.629299,.21060701,7164.2256,1,0,0,1303,.000216589,243,.0000403923,161,99,.00033000001,19,.000063332998,169,52,.00047507638,.00014617735,175,.00037155001,51,.00010828,683.82001,.000113666,6016002.5,300000,355732.28,470999.84,43100,9.6999998,57.799999,-.012952478,NC,E,E,2.16589,3.3000002,4.7507639,3.7155001,.63332999,1.4617735,1.0828,11.078759
NC,1983,1.5599999,8.8999996,11455.275,59.554565,1.3761468,22.1698,.44025999,21,26.746099,.20726,7411.2329,1,0,0,1234,.000203061,212,.000034885601,136,109,.00037201401,19,.000064845997,143,44,.00040507814,.00012463942,177,.000376596,55,.000117021,341.62,.000056215002,6076991.5,292999.72,353018.31,469999.69,45038,9.6000004,57.900002,.079745099,NC,E,E,2.0306101,3.72014,4.0507813,3.76596,.64845997,1.2463943,1.17021,11.455276
NC,1984,1.53,6.6999998,12089.011,61.854767,1.3186814,21.963699,.45456001,21,26.110901,.199802,7814.1567,1,0,0,1450,.000235161,227,.000036814799,137,96,.00033333301,11,.000038194001,150,34,.00042817378,.000097052725,213,.00045610301,68,.00014561,373.14001,.000060515998,6165988.5,288000.28,350325.06,466999.78,48182,7.5,59.500004,.082591511,NC,E,E,2.3516099,3.3333302,4.2817378,4.5610299,.38194001,.97052723,1.4561,12.089011
NC,1985,1.5,5.4000001,12353.813,63.174809,1.2711865,21.759399,.46932,21,25.5795,.194195,7981.2798,1,0,0,1482,.00023693001,229,.000036610701,150,103,.00035763899,12,.000041667001,172,47,.00049474719,.00013519253,234,.00050869602,63,.00013695699,345.32999,.000055208999,6255012,287999.91,347652.31,459999.66,49923,7.1999998,60.100002,.030699912,NC,E,E,2.3693001,3.5763898,4.9474721,5.0869603,.41666999,1.3519253,1.3695699,12.353813
NC,1986,1.45,5.3000002,12839.01,63.580639,1.2383901,21.5571,.48457,21,26.027201,.18973801,8254.9209,1,0,0,1647,.00026014799,251,.000039646198,171,117,.00037864101,20,.000064724998,174,44,.00050434784,.00012753623,228,.00053395802,66,.00015456699,409.67999,.000064708998,6331011.5,308999.81,345000,426999.84,52262,7,60.700001,.04833914,NC,E,E,2.60148,3.7864101,5.0434785,5.3395801,.64725,1.2753623,1.5456699,12.83901
NC,1987,1.4,4.5,13325,65.085312,1.2,21.3566,.50029999,21,25.694401,.185425,8513.9463,1,0,0,1584,.00024699801,239,.000037268001,158,126,.00040776699,15,.000048544,154,45,.00045160999,.000131965,228,.00054156798,64,.000152019,353.44,.000055111999,6413007,309000,341002.19,420999.78,54599.996,6.1999998,61.5,.077713855,NC,E,E,2.46998,4.0776701,4.5160999,5.4156799,.48543999,1.3196501,1.52019,13.325
NC,1988,1.34,3.5999999,13767.084,65.607056,1.1549567,21.158001,.51656002,21,25.694401,.175695,8929.4102,1,0,0,1573,.00024240999,206,.000031746,141,102,.00034,14,.000046666999,161,36,.00050789001,.000113565,186,.00043457901,43,.000100467,373.82999,.000057609999,6489006.5,300000,316997.78,428000.44,57943,5.5,62.300003,.041329272,NC,E,E,2.4240999,3.4000001,5.0789003,4.3457899,.46666998,1.13565,1.00467,13.767084
ND,1982,2.1199999,5.9000001,12553.699,62.004173,.42959428,.56010002,.18277,21,0,.228972,7815.4727,1,0,0,148,.000220238,34,.000050595201,20,14,.000424242,5,.00015151501,27,6,.0006951032,.00015446739,23,.000418182,7,.000127273,78.75,.000117187,672000.31,33000.035,38843.152,54999.977,5252,9.6999998,57.799999,-.047459994,ND,MW,MW,2.2023799,4.2424202,6.9510322,4.1818199,1.5151501,1.5446739,1.27273,12.553699
ND,1983,1.98,5.5999999,12389.908,61.806984,.41284406,.59280002,.17472,21,0,.22105899,7875.1958,1,0,0,116,.000170338,30,.0000440529,23,11,.00035483899,1,.000032258002,9,4,.00023781521,.00010569565,24,.00044444401,9,.000166667,72,.000105727,680998.94,30999.975,37844.508,54000.051,5363,9.6000004,57.900002,-.066346899,ND,MW,MW,1.70338,3.5483899,2.3781521,4.4444404,.32258001,1.0569565,1.66667,12.389908
ND,1984,1.85,5.0999999,12690.11,63.394684,.3956044,.62739998,.16701999,21,0,.209677,7826.7612,1,0,0,100,.00014556,15,.000021834099,9,5,.000166667,1,.000033332999,12,2,.00032545428,.00005424238,17,.000320755,5,.000094340001,58,.000084425003,687001.94,29999.939,36871.539,52999.953,5377,7.5,59.500004,.035667695,ND,MW,MW,1.4556,1.66667,3.2545428,3.20755,.33332998,.54242378,.94340003,12.69011
ND,1985,1.85,5.9000001,12661.017,64.476387,.38135594,.66409999,.15966,21,0,.201548,7864.2422,1,0,0,90,.000131387,29,.0000423358,23,6,.00020689701,2,.000068966001,12,6,.00033404239,.00016702119,15,.00030000001,11,.00022,36.139999,.000052754,684999.25,28999.936,35923.586,49999.996,5387,7.1999998,60.100002,-.04341986,ND,MW,MW,1.3138701,2.06897,3.3404238,3.0000002,.68966001,1.6702119,2.2,12.661016
ND,1986,1.59,6.3000002,12817.338,64.271042,.37151703,.70289999,.15263,21,0,.194245,8150.1982,1,0,0,100,.000147275,13,.0000191458,8,7,.000233333,2,.000066667002,9,2,.00025714285,.000057142857,12,.00026666699,1,.000022222001,31.09,.000045782999,679001.88,30000.043,35000,44999.945,5534,7,60.700001,-.025073109,ND,MW,MW,1.4727501,2.3333302,2.5714285,2.6666698,.66667002,.5714286,.22222,12.817338
ND,1987,1.65,5.1999998,12971,65.082642,.36000001,.7439,.1459,21,0,.18543699,8453.8906,1,0,0,101,.000150298,29,.0000431548,20,6,.00020689701,2,.000068966001,10,4,.00030303001,.000121212,13,.00030232599,7,.000162791,40.380001,.000060096001,671998.31,28999.936,33000.031,42999.941,5681,6.1999998,61.5,-.07975243,ND,MW,MW,1.50298,2.06897,3.0303001,3.0232599,.68966001,1.2121199,1.6279099,12.971
ND,1988,1.65,4.8000002,12351.3,65.560165,.34648702,.78740001,.13947999,21,0,.171434,8643.1758,1,0,0,104,.000155922,18,.0000269865,16,6,.000214286,0,0,12,4,.00039999999,.000133333,19,.00045238101,6,.000142857,37.130001,.000055667999,667000.19,27999.963,30000,41999.996,5765,5.5,62.300003,-.051794123,ND,MW,MW,1.55922,2.1428599,4,4.5238099,0,1.33333,1.4285699,12.3513
OH,1982,1.27,12.5,13039.38,55.612183,.42959428,1.5087,.2,21,11.602,.225714,6659.627,0,0,0,1607,.00014915501,421,.000039075599,271,130,.000235507,19,.000034420002,221,88,.00037944995,.00015109319,223,.00028443901,101,.000128827,643.13,.000059693,10774027,552000.56,582422,783999.38,71751,9.6999998,57.799999,-.054407064,OH,MW,MW,1.4915501,2.3550701,3.7944994,2.8443902,.34420002,1.5109318,1.28827,13.03938
OH,1983,1.24,12.2,13236.238,55.745052,.41284406,1.5662,.2,21,11.6409,.199801,6818.2036,0,1,0,1582,.00014732699,383,.000035667701,264,129,.000243396,26,.000049056998,201,74,.00035351171,.00013014859,231,.00030156699,95,.000124021,744.28003,.000069312999,10738019,530000.5,568580.88,765998.94,73214,9.6000004,57.900002,.021718489,OH,MW,MW,1.4732699,2.43396,3.5351171,3.0156698,.49056998,1.3014859,1.2402099,13.236238
OH,1984,1.16,9.3999996,13784.615,57.325871,.3956044,1.6258,.2,21,9.3109999,.19447801,6973.4707,0,1,0,1646,.000153259,408,.000037988801,258,131,.00025436899,23,.000044659999,217,88,.00039094262,.00015853894,226,.00030093201,91,.000121172,877.44,.000081698003,10739989,514999.88,555068.69,751000.19,74895,7.5,59.500004,.064763106,OH,MW,MW,1.5325899,2.54369,3.9094262,3.00932,.44659999,1.5853894,1.21172,13.784616
OH,1985,1.1799999,8.8999996,13992.585,57.963837,.38135594,1.6878,.2,21,9.3074999,.18035901,7031.7485,0,1,0,1646,.000153202,357,.0000332278,222,113,.00022288,18,.000035502999,207,75,.00038200509,.00013840765,218,.000297814,85,.00011612,897.91998,.000083573999,10743985,506999.28,541877.63,732000.5,75549,7.1999998,60.100002,.019325618,OH,MW,MW,1.53202,2.2288001,3.820051,2.9781399,.35503,1.3840765,1.1611999,13.992585
OH,1986,1.17,8.1000004,14279.67,59.318687,.37151703,1.7521,.2,21,9.3041,.174852,7196.9736,0,1,0,1673,.00015565701,407,.000037867499,267,129,.00024524701,25,.000047529,205,82,.00038752364,.00015500945,285,.00041184999,104,.00015028899,843.84003,.000078511002,10747990,526000.31,529000,691999.5,77353,7,60.700001,.023344584,OH,MW,MW,1.5565701,2.4524701,3.8752365,4.1184998,.47529,1.5500945,1.50289,14.27967
OH,1987,1.14,7,14598,59.855442,.36000001,1.8188,.2,21,9.2729998,.17121799,7340.248,0,0,0,1772,.000164318,383,.000035515601,249,155,.00029922801,18,.000034748999,204,85,.00039382,.000164093,229,.000338257,76,.00011226,684.69,.000063492,10783968,517999.66,518003.16,677000.06,79157,6.1999998,61.5,.02558212,OH,MW,MW,1.64318,2.99228,3.9382,3.38257,.34748998,1.6409299,1.1226,14.598
OH,1988,1.0599999,6,14952.839,60.740738,.34648702,1.8881,.2,21,9.2729998,.15999401,7553.2178,0,0,0,1763,.000162414,379,.000034914799,230,130,.00026104401,16,.000032128999,215,61,.00043521999,.00012348199,204,.000304024,91,.000135618,567.84003,.000052310999,10854976,498000.31,494003.03,670999.69,81990,5.5,62.300003,.040401839,OH,MW,MW,1.62414,2.61044,4.3522,3.04024,.32128999,1.2348199,1.35618,14.952839
OK,1982,1.5599999,5.6999998,13552.506,59.61702,.86634845,26.4223,.56010997,21,0,.20745499,9288.4609,0,0,0,1054,.000326215,234,.000072423398,119,72,.00046753199,15,.000097402997,130,42,.0007603906,.00024566465,164,.00067768601,52,.000214876,321.10999,.000099384997,3230998,154000.16,170964.77,241999.98,30010.998,9.6999998,57.799999,.013872582,OK,W,W,3.26215,4.6753201,7.6039062,6.7768602,.97402996,2.4566464,2.1487598,13.552505
OK,1983,1.46,9,12784.403,58.443707,.83256882,26.433399,.59281999,21,0,.202159,8929.3281,0,0,0,848,.00025611601,152,.0000459076,90,43,.000284768,11,.000072848001,88,26,.00051775412,.00015297282,103,.000420408,23,.000093877999,236.37,.000071390001,3310999.5,151000.11,169964.84,245000.09,29565,9.6000004,57.900002,-.060855288,OK,W,W,2.5611601,2.8476801,5.1775413,4.2040801,.72847998,1.5297282,.93878001,12.784403
OK,1984,1.41,7,12881.318,59.636814,.94739008,26.444599,.62743998,21,0,.197189,9359.7988,0,0,0,797,.000240785,150,.0000453172,83,47,.00032191799,15,.00010274,79,21,.00046753653,.00012428185,89,.00037238499,24,.000100418,217.62,.000065747998,3310007,145999.92,168970.75,238999.97,30981,7.5,59.500004,.0082760742,OK,W,W,2.40785,3.2191799,4.6753654,3.72385,1.0274,1.2428186,1.00418,12.881318
OK,1985,1.29,7.0999999,12904.661,60.390686,.96133476,26.4557,.66408002,21,0,.18740401,9445.915,0,0,0,744,.000225386,124,.000037564401,77,47,.00032867101,8,.000055944001,82,24,.00048814612,.00014287203,84,.00036521701,27,.000117391,204.17999,.000061854997,3301003.5,143000.14,167982.48,230000.23,31180.998,7.1999998,60.100002,-.021290716,OK,W,W,2.25386,3.28671,4.8814611,3.6521702,.55944002,1.4287202,1.17391,12.904661
OK,1986,1.17,8.1999998,12656.347,60.892933,.93653256,26.4669,.70286,21,0,.18059801,9496.0781,0,0,0,699,.000211434,127,.000038415001,71,58,.00038157901,19,.00012500001,59,19,.00035329341,.00011377245,97,.00045971599,22,.000104265,177.35001,.000053645999,3305996.3,151999.97,167000,210999.84,31393.998,7,60.700001,-.045497637,OK,W,W,2.1143401,3.8157902,3.532934,4.5971599,1.25,1.1377245,1.04265,12.656346
OK,1987,1.09,7.4000001,12607,60.308205,.90750003,26.478001,.74391001,21,0,.171738,9659.5244,0,0,0,597,.00018245701,97,.0000296455,59,40,.000268456,15,.000100671,55,18,.00034375,.0001125,65,.000320197,19,.000093595998,147.88,.000045196,3272003.8,149000.2,160000,203000.03,31606,6.1999998,61.5,-.078522123,OK,W,W,1.8245701,2.6845601,3.4375,3.2019699,1.0067101,1.125,.93595999,12.607
OK,1988,1.0599999,6.6999998,12822.906,59.597652,.87343603,26.489201,.78735,21,0,.16158,9990.1143,0,0,0,634,.00019555799,102,.000031462099,71,49,.000340278,8,.000055556,73,23,.00049324002,.000155405,76,.00038383799,17,.000085858999,166.34,.000051308001,3242005,143999.91,148000.97,198000.2,32388,5.5,62.300003,.013908002,OK,W,W,1.95558,3.4027801,4.9324002,3.8383799,.55555999,1.55405,.85859001,12.822906
OR,1982,1.6799999,11.5,12626.491,58.462303,.22519094,1.0237,2.8,21,.1929,.187434,7262.6382,0,0,0,518,.00019408,90,.000033720498,59,30,.000243902,8,.000065041,66,14,.00051203679,.00010861387,64,.00034972699,24,.000131148,163.38,.000061215003,2669002.5,123000.22,128896.99,182999.89,19384,9.6999998,57.799999,-.071293421,OR,W,W,1.9408,2.4390199,5.120368,3.4972699,.65041,1.0861386,1.31148,12.626492
OR,1983,1.64,10.8,12925.459,59.561752,.21641056,1.0357,2.8,21,.1936,.177793,7728.1982,0,0,0,550,.000206767,92,.000034586501,55,33,.00027966101,8,.000067797002,64,11,.00050547835,.000086879096,79,.00044382,21,.000117978,165.05,.000062047999,2659999,118000.01,126612.74,178000.09,20557,9.6000004,57.900002,.034377612,OR,W,W,2.0676701,2.7966101,5.0547833,4.4382,.67796999,.86879098,1.17978,12.925459
OR,1984,1.58,9.3999996,13246.154,59.76273,.20737363,1.0479,2.8,21,.1925,.17412201,7826.2383,0,1,1,572,.00021375201,78,.000029147999,61,47,.000405172,8,.000068966001,62,10,.00049851666,.000080405916,83,.000477011,16,.000091954003,153.78,.000057465,2675998.3,116000.12,124368.96,174000.19,20943,7.5,59.500004,.054163199,OR,W,W,2.1375201,4.0517201,4.9851665,4.7701101,.68966001,.80405915,.91954005,13.246154
OR,1985,1.5,8.8000002,13376.06,59.299458,.19990467,1.0603,2.8,21,.2006,.165584,7985.8691,0,1,1,559,.000208039,74,.00002754,50,39,.00033620701,10,.000086207001,53,11,.00043383965,.000090042195,79,.000467456,17,.000100592,150.37,.000055962999,2686996.3,115999.96,122164.95,168999.86,21458,7.1999998,60.100002,.017302427,OR,W,W,2.08039,3.3620701,4.3383965,4.6745601,.86207002,.90042192,1.0059199,13.37606
OR,1986,1.4299999,8.5,13649.123,60.554474,.19474716,1.0728,2.8,21,.20389999,.16585299,8288.3213,0,1,1,619,.00022909,69,.000025536599,40,48,.00039344301,4,.000032787,60,11,.00050000002,.000091666669,69,.000415663,15,.000090360998,176.42999,.000065296997,2701994.8,121999.88,119999.99,165999.86,22395,7,60.700001,.033169784,OR,W,W,2.2909,3.9344301,5,4.15663,.32787001,.91666669,.90360999,13.649123
